PSD Filename,Size of File,Start Time,End Time,Time Taken
Untitled-2.psd,2149754,2230.886691891,2237.636803435,6.750111543999992
Swag - Food - Instagram template-09.psd,17242955,2238.265819977,2248.332484107,10.066664129999936
brunch-flyer-3PNEUGK_3.psd,23779348,2227.568157431,2260.390689196,32.822531764999894
50-instagram-banners-32N6FMW_187.psd,1503539,2261.302508696,2265.230797782,3.9282890859999497
07 Post.psd,78616520,2250.907626775,2265.468671907,14.56104513199989
50-instagram-banners-32N6FMW_149.psd,680387,2265.716675448,2269.141782492,3.425107044000015
30-instagram-food-restaurant-banners-EPSN59_35.psd,1109220,2266.072676282,2271.586794118,5.5141178359999685
asian-food-instagram-post-template-LKQ6TT3_13.psd,4029867,2271.862087493,2277.563189371,5.701101877999918
Cinco De Mayo.psd,18288945,2276.432489287,2287.341029999,10.908540712000104
Food Bowl_Instagaram Post 02.psd,8558516,2281.275945664,2289.401583334,8.125637669999833
50-instagram-banners-32N6FMW_183.psd,552357,2287.556942666,2291.060843585,3.503900918999989
bread-and-butter-food-instagram-post-MSEEGG7_2.psd,45299204,2291.390396876,2296.883945337,5.493548461000046
30-instagram-food-restaurant-banners-EPSN59_21.psd,960010,2297.199570921,2300.186757006,2.9871860849998484
11_Tips And Tricks.psd,3271035,2289.997431501,2302.116465173,12.119033672000114
30-instagram-food-restaurant-banners-EPSN59_39.psd,971911,2302.45278934,2305.8199983,3.367208959999971
30-instagram-food-restaurant-banners-EPSN59_46.psd,970407,2305.977767592,2308.959147135,2.9813795430000027
Vegan Food Instagram Post 5.psd,11789799,2301.008259964,2375.22046904,74.21220907599991
Vol4.psd,2285402,2375.434754665,2379.925246792,4.490492126999925
Post 1.psd,1337797,2380.042278417,2382.368806335,2.3265279180000107
30-instagram-food-restaurant-banners-EPSN59_12.psd,1078982,2382.44614796,2384.455940753,2.009792793000088
Vegan Food Instagram Post 1.psd,13090552,2309.11471601,2432.774992774,123.66027676400016
brochure-sushi-restaurant-4-fold-square-RFAQAA_3.psd,13042626,2384.844828919,2455.819826619,70.97499770000013
Large Mobile Banner (320x100).psd,167004,2462.40718508,2464.069089747,1.661904666999817
banner-pack-vol-07-food-new-menu-XTYCGE4_7.psd,1275747,2464.340990247,2464.677374039,0.336383792000106
20-multipurpose-promotion-banners-DGXG9DJ_24.psd,1599161,2462.424695622,2465.945813206,3.521117583999967
Template #2.psd,13216466,2462.407165497,2467.713440498,5.306275001000358
30-instagram-food-restaurant-banners-EPSN59_81.psd,1049719,2466.102315789,2469.367331999,3.265016209999885
Post-15.psd,3802276,2462.41908208,2469.782219708,7.363137628000004
Social Media Food - 10.psd,523367,2467.823416248,2471.116362167,3.292945918999976
Food Bowl_Instagaram Post 03.psd,8636180,2465.06703758,2471.412565292,6.345527712000148
20-multipurpose-promotion-banners-DGXG9DJ_77.psd,1599161,2470.045599874,2472.446136292,2.400536418000229
brunch-banners-ad-BC3JQX8_7.psd,92709435,2472.422788376,2473.436656751,1.0138683750001292
artisan-instagram-feed-pack-XMY4FPE_3.psd,2263703,2469.581613541,2474.145944751,4.564331210000091
50-instagram-banners-32N6FMW_35.psd,627438,2472.731852792,2475.377741877,2.645889084999908
IG Feed Coffee Shop-02-01.psd,910113,2473.635917501,2477.183796628,3.54787912699976
brunch-banners-ad-BC3JQX8_53.psd,94862465,2476.529781211,2477.372140086,0.842358874999718
30-instagram-food-restaurant-banners-EPSN59_85.psd,960010,2477.704854586,2481.513707047,3.8088524610002414
Pinterest Pin (1000x1500).psd,876633,2477.686662128,2483.254931297,5.568269168999905
black-friday-food-sale-banners-template-C76AKPW_5.psd,48874472,2482.955275547,2496.840239428,13.884963881000203
50-instagram-banners-32N6FMW_9.psd,569685,2498.279223262,2501.346758722,3.067535459999817
Carousel - Foodies-01.psd,8881014,2462.693359121,2527.121924526,64.42856540499997
50-instagram-banners-32N6FMW_30.psd,755551,2527.455838484,2530.200842319,2.7450038349998067
50-instagram-banners-32N6FMW_81.psd,491982,2530.410110944,2532.081785445,1.671674501000325
bakery-social-media-kit-psd-ai-template-BZWX4CG_4.psd,762753,2532.169433195,2535.185080738,3.015647543000341
Food & Beverage Instagram Template.psd,26499252,2463.505857788,2549.178351495,85.67249370699983
Square Trifold Menu Front.psd,87817058,2473.081802709,2563.062148334,89.98034562500015
brochure-organic-food-tri-fold-square-CLKWAJ_4.psd,14764971,2475.132355127,2563.091256459,87.95890133199964
Instagram Post Vol. 79-09.psd,438531,2563.22679696,2564.49832946,1.271532500000376
Post-14.psd,4277574,2563.227930376,2569.307416796,6.079486419999739
02.psd,5022770,2569.762415963,2574.190141381,4.427725418000136
Nice Shusi Socmed Post 3.psd,5465923,2549.709666287,2581.71278976,32.00312347299996
50-instagram-banners-32N6FMW_199.psd,738890,2581.765479843,2583.52079126,1.75531141700003
brochure-organic-food-tri-fold-square-CLKWAJ_2.psd,18412445,2584.096204552,2636.604611118,52.50840656599985
Instagram Post Vol. 261-04.psd,712037,2636.63443766,2638.313676369,1.6792387089999463
15.psd,3191034,2638.345532994,2640.200592162,1.8550591679995705
Google Banner 320x100.psd,1507564,2647.772172082,2649.00976079,1.237588708000203
50-instagram-banners-32N6FMW_179.psd,1553854,2647.75291679,2650.619739,2.8668222100000094
bakery-social-media-kit-psd-ai-template-BZWX4CG_23.psd,818243,2647.766255082,2652.270357667,4.504102585000055
bakery-social-media-kit-psd-ai-template-BZWX4CG_12.psd,818243,2647.771235707,2652.293965625,4.522729918000096
970x250.psd,162046060,2651.800293417,2654.077119001,2.2768255840001075
Coffee.psd,750475455,2649.705509999,2749.188312253,99.48280225400003
Square Trifold Brochure Front.psd,88764844,2648.256396748,2869.062349808,220.8059530599999
brochure-sushi-restaurant-4-fold-square-RFAQAA_5.psd,13042626,2894.589508694,2938.382345632,43.79283693800016
